"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"17825","470.479","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2703","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17828","470.527","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2704","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17837","470.764","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2709","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17840","470.812","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2710","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17847","471.002","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2714","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17850","471.049","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2715","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17857","471.239","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2719","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17860","471.287","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2720","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17862","471.334","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2721","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17869","471.524","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2725","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17872","471.572","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2726","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17879","471.762","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2730","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17882","471.809","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2731","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17889","471.999","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2735","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17892","472.047","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2736","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17901","472.284","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","2741","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17904","472.332","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2742","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17911","472.522","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2746","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17913","472.569","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","2747","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17916","472.570","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2747","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17925","472.807","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2752","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17927","472.854","Master_0xaf9aab24","LE 1M","ATT","12","47096\302\265s","1","1","False","2753","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17930","472.855","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2753","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17937","473.044","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2757","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17940","473.092","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2758","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17949","473.329","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2763","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17952","473.377","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","2764","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17959","473.567","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2768","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17962","473.614","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2769","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17971","473.852","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2774","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17974","473.899","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2775","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17981","474.089","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2779","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17984","474.137","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2780","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"17991","474.327","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2784","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"17994","474.375","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2785","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18003","474.612","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2790","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18006","474.660","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2791","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18013","474.849","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2795","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18016","474.897","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2796","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18023","475.087","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2800","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18026","475.135","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2801","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18035","475.372","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2806","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18038","475.420","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2807","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18047","475.657","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2812","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18050","475.705","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2813","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18057","475.894","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2817","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18060","475.942","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2818","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18067","476.132","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2822","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18070","476.180","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2823","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18077","476.369","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2827","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18080","476.417","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2828","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18089","476.654","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","2833","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18092","476.702","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2834","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18098","476.892","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2838","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18101","476.940","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2839","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18110","477.177","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","2844","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18113","477.225","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2845","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18120","477.414","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2849","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18123","477.462","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2850","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18130","477.652","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2854","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18133","477.700","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2855","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18142","477.937","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2860","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18145","477.985","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2861","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18147","478.032","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2862","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18152","478.175","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2865","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18155","478.222","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2866","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18161","478.412","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","0","0","False","2870","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18164","478.460","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2871","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18173","478.697","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2876","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18176","478.745","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","2877","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18183","478.935","Master_0xaf9aab24","LE 1M","ATT","12","47128\302\265s","1","1","False","2881","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18186","478.982","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2882","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18195","479.220","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2887","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18198","479.267","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2888","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18200","479.315","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2889","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18205","479.457","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2892","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18208","479.505","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2893","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18215","479.695","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2897","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18218","479.742","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","2898","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18225","479.932","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2902","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18228","479.980","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2903","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18230","480.027","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2904","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18237","480.217","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2908","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18240","480.265","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2909","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18242","480.312","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2910","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18247","480.455","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","2913","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18250","480.502","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2914","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18261","480.787","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","2920","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18264","480.835","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2921","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18269","480.977","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2924","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18271","481.025","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","2925","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18274","481.026","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","2925","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18283","481.262","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2930","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18286","481.310","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2931","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18293","481.500","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2935","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18296","481.547","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","2936","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18303","481.737","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2940","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18316","482.070","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","2947","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18319","482.118","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2948","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18322","482.260","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2951","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18325","482.308","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2952","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18334","482.545","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2957","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18337","482.593","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","2958","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18344","482.782","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2962","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18347","482.830","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2963","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18354","483.020","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2967","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18357","483.068","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","2968","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18366","483.305","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","2973","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18369","483.353","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","2974","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18372","483.542","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2978","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18375","483.590","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2979","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18384","483.827","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2984","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18387","483.875","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2985","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18394","484.065","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","2989","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18397","484.113","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","2990","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18404","484.302","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","2994","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18407","484.350","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","2995","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18416","484.587","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3000","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18419","484.635","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3001","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18426","484.825","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","3005","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18429","484.873","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3006","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18438","485.110","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3011","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18441","485.158","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","3012","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18448","485.347","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3016","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18451","485.395","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3017","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18458","485.585","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3021","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18461","485.633","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3022","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18470","485.870","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3027","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18473","485.918","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3028","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18480","486.108","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3032","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18483","486.155","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3033","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18492","486.393","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3038","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18495","486.440","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3039","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18506","486.678","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","3044","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18509","486.725","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","3045","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18514","486.915","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","3049","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18517","486.963","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","3050","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18524","487.153","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","3054","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18527","487.200","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3055","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18536","487.438","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3060","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18538","487.485","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","0","0","False","3061","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18541","487.486","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3061","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18548","487.675","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3065","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18551","487.723","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3066","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18558","487.913","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","3070","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18561","487.960","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3071","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18570","488.198","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3076","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18573","488.245","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3077","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18582","488.436","Master_0xaf9aab24","LE 1M","ATT","12","149\302\265s","1","1","False","3081","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18585","488.483","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3082","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18596","488.721","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","3087","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18598","488.768","Master_0xaf9aab24","LE 1M","ATT","12","46636\302\265s","1","1","False","3088","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18601","488.768","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3088","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18608","488.958","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3092","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18611","489.005","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3093","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18620","489.243","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3098","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18623","489.290","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3099","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18630","489.480","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3103","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18633","489.528","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3104","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18642","489.765","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","3109","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18645","489.813","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3110","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18652","490.003","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3114","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
