"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"18655","490.051","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3115","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18662","490.240","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3119","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18665","490.288","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3120","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18674","490.525","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3125","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18677","490.573","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3126","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18686","490.810","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","3131","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18689","490.858","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3132","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18695","491.048","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3136","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18698","491.096","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3137","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18705","491.285","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3141","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18708","491.333","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3142","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18713","491.570","Master_0xaf9aab24","LE 1M","ATT","12","94696\302\265s","0","0","False","3147","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18716","491.618","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3148","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18723","491.808","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3152","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18726","491.856","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3153","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18733","492.045","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3157","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18736","492.093","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3158","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18743","492.283","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","3162","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18746","492.331","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3163","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18755","492.568","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3168","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18758","492.616","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3169","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18765","492.805","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3173","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18768","492.853","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","3174","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18777","493.090","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3179","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18780","493.138","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3180","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18787","493.328","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3184","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18790","493.376","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","3185","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18799","493.613","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3190","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18802","493.661","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3191","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18809","493.851","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3195","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18812","493.898","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3196","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18821","494.136","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","3201","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18824","494.183","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3202","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18831","494.373","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3206","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18834","494.421","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3207","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18843","494.658","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3212","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18846","494.706","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3213","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18848","494.753","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","3214","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18853","494.896","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3217","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18856","494.943","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3218","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18861","495.133","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3222","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18864","495.181","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3223","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18873","495.418","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3228","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18876","495.466","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3229","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18885","495.656","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","3233","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18888","495.703","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3234","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18897","495.941","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","3239","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18900","495.988","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3240","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18907","496.178","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3244","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18910","496.226","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3245","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18921","496.464","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","3250","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18931","496.701","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3255","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18934","496.748","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3256","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18943","496.986","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3261","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18945","497.033","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","0","0","False","3262","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18948","497.034","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3262","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18957","497.224","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","3266","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18959","497.271","Master_0xaf9aab24","LE 1M","ATT","12","46636\302\265s","1","1","False","3267","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18962","497.272","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3267","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18969","497.461","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","3271","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18972","497.508","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3272","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18974","497.556","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3273","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18981","497.746","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3277","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18984","497.793","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","3278","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"18991","497.983","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3282","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"18994","498.031","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3283","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19003","498.268","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3288","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19006","498.316","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3289","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19013","498.506","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3293","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19016","498.554","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","3294","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19025","498.791","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3299","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19028","498.839","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3300","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19035","499.028","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","3304","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19038","499.076","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3305","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19045","499.313","Master_0xaf9aab24","LE 1M","ATT","12","94696\302\265s","1","1","False","3310","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19048","499.361","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3311","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19055","499.551","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3315","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19058","499.599","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3316","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19065","499.788","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","3320","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19068","499.836","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3321","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19079","500.074","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","3326","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19082","500.121","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3327","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19089","500.311","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","3331","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19092","500.359","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3332","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19094","500.406","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3333","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19101","500.596","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3337","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19103","500.643","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","1","1","False","3338","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19106","500.644","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3338","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19115","500.833","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3342","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19118","500.881","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","3343","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19127","501.118","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3348","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19130","501.166","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3349","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19137","501.356","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3353","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19140","501.404","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3354","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19147","501.593","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3358","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19150","501.641","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","3359","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19158","501.879","Master_0xaf9aab24","LE 1M","ATT","12","47423\302\265s","0","0","False","3364","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19161","501.926","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3365","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19168","502.116","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3369","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19171","502.164","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3370","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19180","502.401","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3375","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19183","502.449","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3376","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19191","502.686","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","3381","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19198","502.876","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3385","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19201","502.924","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","3386","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19210","503.161","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3391","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19213","503.209","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3392","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19220","503.399","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","3396","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19223","503.446","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","3397","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19230","503.636","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3401","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19233","503.684","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3402","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19242","503.921","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","3407","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19245","503.969","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","3408","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"19252","504.159","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","3412","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"19255","504.206","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","3413","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
